"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Coriander,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION III (CENTRAL LUZON),0.1,0.08,0.18,0.1,0.08,0.18,0.12,0.08,0.2,0.12,0.21,0.33,0,0.08,0.08
Chives,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0.03
Chives,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Chives,..REGION VII (CENTRAL VISAYAS),6.17,4.47,10.64,6.36,4.33,10.69,6.2,4.4,10.6,6.31,4.47,10.78,6.14,4.42,10.56
Chives,..REGION VIII (EASTERN VISAYAS),0.01,0,0.01,0.14,0.18,0.32,0.2,0.21,0.41,0.06,0,0.06,0,0,0
Chives,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.03,16.94,16.97
Chives,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chives,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..CORDILLERA ADMINISTRATIVE REGION (CAR),0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0,0.16,0,0.16
Basil,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION III (CENTRAL LUZON),4.43,1.81,6.24,4.12,1.99,6.11,5.49,2.23,7.72,5.51,3.41,8.92,5.41,3.34,8.74
Basil,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.58,0.68
Basil,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION VI (WESTERN VISAYAS),0.07,0,0.07,0.05,0,0.05,0.06,0,0.06,0.06,0,0.06,0.01,0,0.01
Basil,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0.18,0.19
Basil,..REGION VII (CENTRAL VISAYAS),1.38,0.04,1.42,1.2,0.03,1.23,1.5,0.04,1.54,1.2,0.1,1.3,1.1,0.05,1.15
Basil,..REGION VIII (EASTERN VISAYAS),0.02,0.02,0.04,0.04,0.05,0.09,0.02,0.06,0.08,0.02,0.06,0.08,0.58,0.08,0.66
Basil,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.8,0.86
Basil,..REGION XI (DAVAO REGION),0.99,0,0.99,1.01,0,1.01,1.04,0,1.04,1.07,0,1.07,1.04,0,1.04
Basil,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.13,0.15
Basil,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.02,0.21
Chaysim,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Chaysim,..REGION VII (CENTRAL VISAYAS),2.3,0,2.3,2.4,0,2.4,2,0,2,2.04,0,2.04,2,0,2
Chaysim,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaysim,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION III (CENTRAL LUZON),0.11,0.07,0.18,0.11,0.07,0.18,0.1,0.07,0.17,0.1,0.13,0.23,0,0,0
Mint,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.19,0.23
Mint,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0.11,0.18,0.29
Mint,..REGION VII (CENTRAL VISAYAS),0.13,0.29,0.42,0.19,0.29,0.48,0.15,0.34,0.49,0.2,0.37,0.57,0.08,0.08,0.16
Mint,..REGION VIII (EASTERN VISAYAS),0.01,0.02,0.03,0.02,0.07,0.09,0.04,0.08,0.12,0.02,0.05,0.07,0.01,0.15,0.16
Mint,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05
Mint,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.33,0.35
Agitway,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Agitway,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION VIII (EASTERN VISAYAS),1.09,3.1,4.19,1.62,3.28,4.91,1.68,3.39,5.07,2.32,28,30.32,9.35,64.43,73.78
Agitway,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitway,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.06,0,0.06
Tabon-tabon,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Tabon-tabon,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION IX (ZAMBOANGA PENINSULA),4.36,1.07,5.43,4.47,1.03,5.51,4.39,1.05,5.44,4.36,1.3,5.66,3.84,1.18,5.02
Tabon-tabon,..REGION X (NORTHERN MINDANAO),31.31,31.67,62.98,28.24,32.5,60.74,30.69,42.35,73.04,33.05,46.51,79.56,27.97,45.4,73.36
Tabon-tabon,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabon-tabon,..REGION XIII (CARAGA),1.78,1.52,3.3,1.57,1.45,3.02,1.56,1.52,3.08,1.61,1.35,2.96,1.06,1.22,2.28
Tabon-tabon,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese malunggay,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,1.8,1.8,2.13,2.04,4.17
Chinese malunggay,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0.35,0.35,2.86,0.33,3.19
Chinese malunggay,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,1.36,1.36,1.95,1.59,3.54
Chinese malunggay,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.04,0.61,0.65
Chinese malunggay,..REGION IV-A (CALABARZON),0.02,0,0.02,0.02,0,0.02,0.02,0,0.02,0.01,0,0.01,0.01,0.02,0.03
Chinese malunggay,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,3.36,3.36,0.8,3.38,4.18
Chinese malunggay,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese malunggay,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.08,1.21
Chinese malunggay,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Chinese malunggay,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.12,1.09
Chinese malunggay,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.52,0.26,0.78
Chinese malunggay,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.27,0.53
Chinese malunggay,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.81,5.42,6.23
Chinese malunggay,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese malunggay,..REGION XII (SOCCSKSARGEN),0.5,0.82,1.32,0.47,0.77,1.24,0.42,0.73,1.15,0.39,0.34,0.73,0.26,0.47,0.72
Chinese malunggay,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,1.02,1.02,0.24,2.52,2.76
Chinese malunggay,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08
Labog [Rossel],..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07
Labog [Rossel],..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION VI (WESTERN VISAYAS),0.23,0.04,0.27,0.23,0.06,0.29,0.32,0.14,0.46,0.35,0.12,0.47,0.3,48.89,49.19
Labog [Rossel],..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Labog [Rossel],..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0.02,0.02,0.04,0.02,0,0.02,0.01,0,0.01
Labog [Rossel],..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labog [Rossel],..REGION XII (SOCCSKSARGEN),1.26,2.67,3.93,1.14,2.67,3.81,1.02,2.52,3.54,0.97,2.45,3.42,0.8,3.6,4.4
Labog [Rossel],..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.18
Labog [Rossel],..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
"Rattan, pith",..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rattan, pith",..REGION XIII (CARAGA),12.62,4.03,16.65,12.61,4.09,16.7,12.91,4.11,17.02,12.93,0,12.93,12.81,0,12.81
"Rattan, pith",..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Area Planted/harvest
"Other Crops: Area Planted/Harvested, by Region and by Province, by Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Abaca,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abaca,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abaca,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abaca,..REGION III (CENTRAL LUZON),697,697,697,697,697,697,697,697,697,697,697,697,697,679,697
Abaca,..REGION IV-A (CALABARZON),364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
Abaca,..MIMAROPA REGION,1120,1109.65,1120,1105.77,980.87,1109.12,1109.12,969.47,1109.12,974.03,981,981,976.95,955.65,976.95
Abaca,..REGION V (BICOL REGION),43091.59,41999.02,43129.59,41846.63,41978.67,41978.73,42603.27,42003.45,42748.36,42784.05,42169.66,42921.04,41987.42,41704.58,41987.42
Abaca,..REGION VI (WESTERN VISAYAS),6802,6582.27,6802,6579.27,6579.27,6579.27,6579.27,6565.27,6579.27,6590.27,6562.77,6591.27,6271.59,6511,6521.27
Abaca,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,2922.43,2907.43,2922.43
Abaca,..REGION VII (CENTRAL VISAYAS),3080,3080,3080,3080,3080,3080,3030,3030,3030,2992.43,3002.43,3002.43,150,150.02,150.02
Abaca,..REGION VIII (EASTERN VISAYAS),30255,30029,30335,30162,30420.36,30802,26710.13,26129.16,26710.13,27020.76,26192.6,27020.86,26520.23,26347,26543.19
Abaca,..REGION IX (ZAMBOANGA PENINSULA),2184.21,2199.47,2199.47,2211.18,2214.65,2214.65,2212.26,2215.73,2216.73,2218.83,2216.47,2222.3,2222.04,2222.04,2222.04
Abaca,..REGION X (NORTHERN MINDANAO),5091.37,5093.48,5093.49,5100.08,5100.87,5107.76,5106,5623.78,5643.78,5624.89,5623.3,5629.3,5633.3,5633.4,5633.7
Abaca,..REGION XI (DAVAO REGION),14196.22,14201.19,14210.36,14214.22,14215.22,14216.22,14215.22,14218.22,14218.22,14186.51,14156.09,14186.51,14177.95,14173.98,14177.95
Abaca,..REGION XII (SOCCSKSARGEN),6215.2,6242,6242,6232,6268,6269,6236,6281,6281,6255,6270,6270,6146.5,6277,6282
Abaca,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,8045,8046.5,8047,8054.5,8046.5,8054.5,8052.4,8046.25,8052.4,8046.2,7082.71,8051.2,8054.2,7928.25,8054.2
Coconut,..CORDILLERA ADMINISTRATIVE REGION (CAR),317.02,320,320,320.35,323,323.35,323.35,324.35,324.35,324.35,309.35,324.35,322.19,323.19,323.19
Coconut,..REGION I (ILOCOS REGION),12540.95,12541.95,12541.95,12541.95,12577.43,12577.43,12577.43,12577.48,12577.48,12577.48,12594.48,12594.48,12869.74,13083.74,13083.74
Coconut,..REGION II (CAGAYAN VALLEY),15394,15394,15394,15409,15423,15438,15430,15430,15430,15430,15430,15430,15433,15433,15433
Coconut,..REGION III (CENTRAL LUZON),28129.1,28114.52,28129.1,28120.03,28116.06,28121.62,28114.73,28116.64,28116.73,28100.54,28100.45,28100.54,28097.72,28099.48,28099.72
Coconut,..REGION IV-A (CALABARZON),483392,482164,483398,482482,482482,482482,482933,482733,482933,482733,483329,483329,484880,484797,484880
Coconut,..MIMAROPA REGION,223372,215910.5,223764,215557.2,213451.43,215926.5,213769.83,214901.33,214906.83,217446.09,214919.7,224481.7,225435.61,225068.61,225575.61
Coconut,..REGION V (BICOL REGION),453957.16,453995.1,453995.1,453945.84,453989,453994,453948.33,454082.84,454086.84,452658.31,456591.96,456656.82,456661.82,392288.05,456667.33
Coconut,..REGION VI (WESTERN VISAYAS),127595,127730,127730,129227,129259,129347,130597,130779,130779,131437,131437,131437,88387,85938,88388
Coconut,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,94780.1,94780.1,94780.1
Coconut,..REGION VII (CENTRAL VISAYAS),124775,127775,127775,127775,119248,127805,104050,112050,112050,112371.1,134709.55,134709.55,83850,83850,83850
Coconut,..REGION VIII (EASTERN VISAYAS),328782,330140,330140,333195,333358,333448,323321.15,312684.39,323458.55,327294.27,339577.4,340825.4,332363.87,339146.6,339146.6
Coconut,..REGION IX (ZAMBOANGA PENINSULA),454377,454427,454429,453081,453110,453111,453096.46,453170.68,453170.68,453180.68,453218.88,453228.88,463322.67,463327.67,463327.67
Coconut,..REGION X (NORTHERN MINDANAO),303981.61,303981.61,303981.61,303979.09,303981,303981,303985,304046,304046,304479.76,304470.76,304479.76,304470.76,304450.76,304470.76
Coconut,..REGION XI (DAVAO REGION),355895,355905,355905,355885,355939,355939,355935,355935,355935,355951.12,354790.53,356007,354879.24,354879.24,354879.24
Coconut,..REGION XII (SOCCSKSARGEN),206611,207136,207136,207286,207969,207969,207981,207986,207986,207996,208241,208241,208226,208211,208226
Coconut,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,329909,329709,329909,329712,313144.56,329712,313146,312585,313146,320077.95,312585,320079.95,315920.27,380823.65,381975.21
Coffee,..CORDILLERA ADMINISTRATIVE REGION (CAR),4850,5160,5160,4598,5160.06,5163.06,4599.61,5158.11,5162.11,4998.11,5256.61,5263.11,5000.11,5160.11,5160.11
Coffee,..REGION I (ILOCOS REGION),874.65,874.65,874.65,877.65,878.15,878.15,866.15,866.15,866.15,870.15,866.15,870.15,866.15,866.15,866.15
Coffee,..REGION II (CAGAYAN VALLEY),4696,4707,4707,4731,4731,4731,4741.45,4739.2,4741.45,4750.2,4751.7,4754.7,4749,4757.4,4757.4
Coffee,..REGION III (CENTRAL LUZON),1467.9,1457.5,1467.9,1539.51,1542.5,1542.51,1537.91,1566.86,1566.91,1549.86,1566.86,1566.86,1561.86,1561.86,1561.86
Coffee,..REGION IV-A (CALABARZON),13193.19,13044,13196,13136,13136,13136,13135.59,13136.37,13136.42,13136.37,13136.37,13136.37,13136.37,13136.37,13136.37
Coffee,..MIMAROPA REGION,919.99,909.01,920.01,923.01,674.25,923.01,677.8,669.77,677.8,671.76,646,671.76,652.78,611.51,652.78
Coffee,..REGION V (BICOL REGION),408,400,408,370.5,352,373.5,338.7,281,341.46,245.5,204.51,272.5,178.5,177,178.5
Coffee,..REGION VI (WESTERN VISAYAS),9910.3,9914.32,9914.32,9915.32,9907.4,9917.4,9909.4,9907.5,9913.5,9910.5,9913.2,9916.2,7933,7942.51,7942.51
Coffee,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,3306.9,3305,3306.9
Coffee,..REGION VII (CENTRAL VISAYAS),2147.5,2173.5,2173.5,2173.5,2176.2,2176.5,2176.2,2176.2,2176.2,2180.9,2246,2247.9,930,930,930
Coffee,..REGION VIII (EASTERN VISAYAS),190,188.3,190.3,193.31,191.99,194.99,169.66,169.06,171.02,173.05,170.78,175.78,171.64,171.85,171.85
Coffee,..REGION IX (ZAMBOANGA PENINSULA),877.95,902,902.25,899.95,904,904.25,896.93,893.06,901.93,893.21,867.06,941.21,866.06,866.06,866.06
Coffee,..REGION X (NORTHERN MINDANAO),11631.28,11630.41,11639.41,11622.28,11623.23,11630.28,11647.23,11626.21,11660.23,11666.96,11669.03,11669.21,11634.2,11615.25,11635.25
Coffee,..REGION XI (DAVAO REGION),15880.66,15855.79,15881.29,15836,15835.79,15836.35,15837.34,15832.63,15837.69,15829.96,15824.69,15832.91,15821.68,15813.68,15821.68
Coffee,..REGION XII (SOCCSKSARGEN),25673,26890.25,27010.25,26146,26056.75,26172,25858.7,25703.55,26178.7,25920.15,26485.95,26505.95,29865.35,29421.35,29868.35
